seq,firstname,lastname,age,street,city,state,zip,dollar,pick,date
894,Gertrude,Blair,23,Kafobu Path,Wecdodij,ME,41956,$1540.37,YELLOW,10/29/1900
895,Herman,Lewis,53,Zogel Pike,Terispa,OR,57638,$8128.74,GREEN,01/03/1954
896,Hannah,Porter,28,Leec Loop,Awlena,MA,76212,$6789.73,GREEN,08/12/2064
897,Esther,Long,44,Kegfe Park,Widehi,AZ,75914,$2532.95,WHITE,04/27/2064
898,Christopher,Bowers,30,Cilim Way,Rauzara,WV,71766,$6235.28,YELLOW,04/18/1922
899,Cynthia,Morton,24,Hosi Lane,Wupojda,DE,81885,$1633.26,GREEN,12/01/2024
900,Lee,Roberts,20,Kuoki Mill,Piwode,GA,39540,$1592.63,WHITE,07/03/1976
901,Alberta,Sullivan,55,Mibag River,Jafimhul,PA,42190,$2025.55,GREEN,10/22/2037
902,Clayton,Larson,64,Sifrun Plaza,Usioweahu,NE,57923,$372.26,YELLOW,02/11/2062
903,Harvey,Hernandez,37,Naphi River,Dicotpub,MN,89909,$9295.39,YELLOW,07/23/1967
904,Mathilda,Jimenez,65,Tosun Trail,Vowlekme,WI,48536,$4874.09,RED,01/05/2001
905,Alta,Chapman,28,Luwzo Square,Fiwuzbiv,CT,60227,$8275.79,GREEN,10/11/1984
906,Gavin,Gregory,31,Retna Glen,Uboilhoc,UT,67414,$9447.38,WHITE,08/08/2028
907,Dora,Hudson,60,Pazif Manor,Nombego,MA,15863,$6858.74,RED,07/04/2041
908,Betty,Garcia,46,Zejzec Drive,Ifiepiezo,PA,95703,$8077.07,RED,03/08/2070
909,Alma,Rowe,43,Tazmet Park,Tosjezu,TX,19878,$968.75,WHITE,10/30/2012
910,Mitchell,Hart,37,Eghug Place,Kojlakvo,NH,92027,$9372.29,YELLOW,04/14/2007
911,Duane,Graves,53,Muna Place,Nemdivos,HI,49155,$9317.54,WHITE,07/20/2015
912,Josie,Diaz,64,Togli Center,Sujahge,WA,24338,$6630.45,YELLOW,11/17/1994
913,Wayne,Bridges,55,Fazev Center,Palvonap,CT,83542,$3146.38,GREEN,05/29/2001
914,Caleb,Flowers,26,Jaze Pike,Basbulwe,VA,67406,$6923.21,RED,11/15/2063
915,Lucinda,Price,23,Vofa Place,Gowoih,NJ,83296,$4639.20,YELLOW,03/08/2068
916,Julian,Mills,32,Rebup Terrace,Hawove,MO,72783,$8472.48,GREEN,04/22/1964
917,Maud,Vasquez,25,Usaren Park,Hilsuwjuz,NY,62494,$9755.38,YELLOW,08/22/2007
918,Bertie,Greer,50,Totup Circle,Pinurrik,NJ,01452,$8554.77,RED,05/04/1926
919,Landon,Phelps,50,Devez Junction,Hufbere,KY,89234,$4092.47,YELLOW,06/04/1987
920,Ellen,Burns,56,Rohe Plaza,Avuwehacu,MA,38132,$9191.40,GREEN,03/20/1930
921,Sally,Bennett,44,Hepmol Path,Kapcegek,MA,55471,$6642.85,YELLOW,10/14/2001
922,Terry,Soto,48,Ujuma Ridge,Nofpiziw,CT,71761,$5234.16,BLUE,01/31/2058
923,Sara,Floyd,42,Becrol Boulevard,Weiwdof,NE,36348,$8872.96,RED,12/29/2023
924,Julia,Wade,49,Opec Key,Naonvig,WY,21053,$746.61,WHITE,05/18/1969
925,Ethan,Bryant,33,Tacwi Boulevard,Polavo,TX,33303,$1666.74,YELLOW,01/31/2043
926,Lizzie,Christensen,58,Kudovo Road,Cainsu,MT,97406,$5555.47,GREEN,01/29/1932
927,Fanny,Barber,55,Lura Ridge,Givafec,AL,81138,$6841.92,WHITE,08/15/1954
928,Gene,Harrison,23,Ukevi Grove,Besdeohu,NC,91448,$6483.59,WHITE,09/05/2023
929,Susan,Grant,51,Kima Park,Gusulsa,CO,21707,$3814.11,GREEN,06/14/2000
930,Sadie,Sims,39,Fevad Trail,Owfawel,NE,28405,$5191.86,GREEN,04/23/2068
931,Olga,Campbell,46,Mahhoj Ridge,Nenabvip,VA,29927,$1849.06,BLUE,08/24/1984
932,Edgar,Castro,21,Gaivu Junction,Gopnaztup,PA,35697,$7610.90,WHITE,07/20/1959
933,Janie,Harris,44,Toefa Key,Deulaop,NC,49894,$4223.97,RED,08/19/1914
934,Rosalie,Walker,18,Jemmem River,Vinifse,SD,71786,$8543.48,YELLOW,04/28/2032
935,Cynthia,Wong,54,Osube Pike,Cifezo,MI,45040,$4028.10,GREEN,09/28/2056
936,Carlos,Murphy,23,Vumvez Turnpike,Goggimen,NE,39033,$8686.11,BLUE,11/11/1976
937,Ethel,Vega,46,Guso Pike,Uptido,AR,98915,$8714.85,YELLOW,11/04/1982
938,Shawn,Bush,31,Jadu Place,Cuidemev,LA,76257,$9231.58,BLUE,06/09/1908
939,Steve,Walton,36,Mogvi Lane,Iwsumo,LA,50291,$1169.35,RED,04/13/2067
940,Lena,Burke,47,Anega Terrace,Majomzu,TN,16161,$8605.49,YELLOW,08/09/1912
941,Gussie,Brady,22,Satrid Pass,Fuvinuza,WV,57766,$286.08,YELLOW,04/20/2030
942,Isaiah,Cross,56,Opimav Ridge,Comowsu,ME,41334,$219.75,BLUE,10/14/1980
943,Hannah,Martinez,46,Bihbe Point,Jufjoki,NC,79393,$213.71,RED,05/23/2011
944,Derek,Robinson,28,Zoif Grove,Pejeme,OR,14181,$8071.70,BLUE,09/21/2017
945,Polly,Morton,35,Niize Manor,Pamimmir,IL,31414,$2780.56,BLUE,04/21/2001
946,Miguel,Lynch,31,Fufe Path,Hehmamo,MA,20310,$6994.55,RED,03/17/1903
947,Lenora,James,62,Sovto Point,Tigogzo,WA,26815,$3110.63,WHITE,10/03/2038
948,Joel,Burns,21,Ukuef Avenue,Mivgowugu,SC,86656,$9465.64,WHITE,11/03/1901
949,Millie,Weber,26,Tamas Parkway,Kuwojmug,TN,87579,$3350.86,BLUE,06/15/1992
950,Shawn,Goodman,51,Gave Drive,Ismupola,IN,70635,$528.43,RED,05/25/1903
951,Antonio,Cook,60,Ceosi Mill,Nivunze,RI,49692,$4476.60,BLUE,08/19/1968
952,Cecelia,Becker,22,Pavtaj Highway,Imipivuj,CO,83165,$1306.49,WHITE,08/28/1993
953,Kevin,Crawford,60,Edezah Heights,Cetnaiza,NJ,07390,$5462.41,WHITE,08/26/1946
954,Rosie,Bell,36,Soode Grove,Fucihfiz,NE,00600,$216.30,BLUE,05/23/1943
955,Sean,Hicks,53,Higik Drive,Puwafe,MA,12314,$3848.43,GREEN,03/31/2028
956,Joseph,Brown,52,Masej Terrace,Vausfi,OR,15841,$3063.28,BLUE,07/27/1902
957,Lula,Gutierrez,46,Sagiso Point,Upfiede,MO,42658,$6185.14,YELLOW,01/22/1994
958,Jackson,Hale,65,Zilji Turnpike,Fuhina,WA,60579,$4341.07,YELLOW,07/19/1934
959,Luke,Hardy,61,Efedis Ridge,Bivunve,ND,29298,$4837.94,YELLOW,02/27/1927
960,Etta,Waters,51,Orole Lane,Suzzuhab,VT,48544,$2551.33,BLUE,12/07/2010
961,Nina,Guerrero,31,Wuaki Mill,Lifnamze,NE,73301,$4610.68,RED,12/18/2063
962,Norman,Walsh,21,Hoen Boulevard,Akelajih,AL,05973,$6046.89,GREEN,11/21/2021
963,Winnie,Waters,28,Sejfow Glen,Metocdi,DE,06901,$5070.01,RED,06/04/2025
964,Ina,Lowe,64,Zumud Grove,Ehohuzkos,PA,37250,$4399.95,WHITE,10/23/1936
965,Clarence,Byrd,18,Kateg Avenue,Arretac,PA,18472,$8795.34,WHITE,01/31/2043
966,Luella,Kennedy,28,Juvho Way,Johluva,MS,12476,$5250.39,YELLOW,10/20/1979
967,Flora,Howard,22,Neep Place,Vidahi,KY,72360,$1780.97,YELLOW,06/13/2034
968,Lottie,May,22,Hitzu Avenue,Pezdipud,TX,89067,$8852.86,YELLOW,01/03/1910
969,Maggie,Arnold,54,Gilwo Park,Erojovuz,TX,80976,$3630.42,BLUE,07/03/1980
970,Jackson,Adams,58,Ociv Street,Rikezawo,SC,39861,$1752.89,GREEN,04/27/1916
971,Bryan,Schmidt,61,Guhik Mill,Ocemakra,NH,18368,$2053.11,WHITE,09/23/1960
972,Eunice,Burton,20,Totmo Ridge,Iwvomak,WA,14276,$3332.35,GREEN,07/30/1971
973,Erik,Gonzalez,65,Vibpof Circle,Reririp,ME,53356,$2931.09,GREEN,08/31/1937
974,Frederick,Perkins,36,Rireb Junction,Jusacan,RI,90097,$6789.18,RED,03/23/2045
975,Russell,Holland,38,Naktuj Grove,Kudpebu,VT,69162,$3376.34,YELLOW,04/03/1986
976,Ethel,Farmer,60,Azrag Way,Ukopahul,SD,29565,$5136.24,BLUE,09/04/2058
977,Rosalie,White,38,Uhdoz Parkway,Dacefgih,IN,73359,$5393.26,GREEN,07/13/1979
978,Lela,Bryan,47,Hemrep Point,Ujhuepu,NY,94525,$8485.24,WHITE,10/21/2066
979,Marion,Hammond,38,Heogi River,Degope,WY,73633,$3977.87,WHITE,10/03/2004
980,Bryan,Shaw,28,Dopabo Extension,Edfiho,LA,81169,$7827.03,WHITE,05/24/2006
981,Lida,Gilbert,43,Lojeh River,Demlarik,FL,03092,$5962.98,RED,07/15/1929
982,Johnny,Chandler,37,Wagnu Terrace,Ehkukfat,HI,44770,$7855.62,WHITE,05/07/2070
983,Leroy,Hodges,18,Usmuv Circle,Itifevnom,CT,67216,$4726.09,BLUE,09/28/1932
984,Ruth,Barnes,25,Wuve Place,Tovtatlak,OR,83134,$5635.43,YELLOW,01/19/1930
985,Owen,Willis,41,Pufoc Plaza,Pivehob,TX,85798,$4750.76,RED,07/02/1953
986,Ralph,West,54,Ruplu River,Zirojoh,CA,18791,$4171.45,RED,05/23/1921
987,Amanda,Cohen,23,Jaif Park,Ilaenekum,AR,17565,$2727.40,RED,10/18/1953
988,Sarah,Roy,50,Rujtov Heights,Izhiwjon,MA,94447,$3057.91,WHITE,11/26/1985
989,Barry,Barton,42,Ezdib Manor,Gupenud,VT,65753,$5212.40,BLUE,02/26/1992
990,Marcus,Willis,65,Cerco Drive,Ewbiena,NH,41766,$2166.75,RED,10/17/2060
991,Iva,Santiago,26,Hian Way,Zuzosacu,MD,81566,$3502.64,BLUE,03/01/1956
992,Georgia,Mills,49,Gazwe Court,Niwovug,NY,88110,$9479.91,RED,03/21/1982
993,Micheal,Hunt,64,Pudka Court,Mahidum,VA,22437,$8715.50,WHITE,11/19/1961
994,Isaiah,Wong,20,Oduege Loop,Vikmosab,MS,75192,$8633.98,WHITE,05/05/1949
995,Mathilda,Lucas,58,Vima Lane,Ukvorem,MN,25080,$9914.89,RED,11/05/1987
996,Frank,Cross,50,Wori River,Gihhuzte,AK,86657,$776.13,WHITE,11/03/2002
997,Mollie,Burke,56,Botko Circle,Gosejid,AK,42113,$3677.84,YELLOW,06/11/1963
998,Lois,Rhodes,57,Vefre Point,Dubbable,MO,98397,$8568.88,YELLOW,05/05/2035
999,Jay,Santos,25,Kemhuh Circle,Bomaded,HI,50065,$7727.47,GREEN,03/21/1936
1000,Jeff,Murray,32,Safer Ridge,Zaweweh,OR,41679,$9772.50,YELLOW,09/19/2012
1001,Elva,Bishop,64,Kirhi Circle,Waarhi,NH,45934,$6710.08,RED,10/12/1999
1002,Emilie,Richards,44,Cowvi View,Mezunud,SD,58629,$5102.67,GREEN,10/12/1981
1003,Laura,Gray,29,Remoju Circle,Muvaglus,NJ,22128,$2573.39,YELLOW,03/11/1964
1004,Adeline,Payne,24,Ujuon Manor,Cezgizap,CT,95510,$8429.25,WHITE,12/13/2016
1005,Myra,McGee,31,Paec Key,Uwinsaw,MT,49944,$1560.38,RED,03/16/1924
1006,Marion,Bradley,20,Kiribo Path,Gocafas,MI,88937,$3580.21,RED,03/21/1909
1007,Lettie,Ramos,26,Kifok View,Ducieki,GA,91061,$7351.71,GREEN,06/08/1972
1008,Eleanor,Aguilar,29,Ruwuc Loop,Emhovoh,WV,75762,$5356.56,RED,07/03/1936
1009,Joel,Maldonado,34,Gavip River,Zawjomek,IN,30663,$2223.31,WHITE,04/29/2014
1010,Rosetta,Greer,31,Amunor Square,Ziahos,MD,66935,$5477.63,RED,04/05/1928
1011,Frank,Hines,30,Ebra View,Nufafim,KY,05406,$9911.01,GREEN,09/27/1903
1012,Bobby,Palmer,22,Tadvo Highway,Gotgooh,NH,67946,$5000.01,BLUE,10/20/1998
1013,Isabella,Myers,25,Fitcu Court,Ucoledan,GA,60088,$1904.93,BLUE,01/25/2039
1014,Julian,Taylor,33,Fujjo Glen,Kipigfi,NE,36578,$3716.72,YELLOW,10/18/2020
1015,Della,Copeland,20,Kumud Circle,Nazgariji,MS,32018,$2496.48,GREEN,10/08/1901
1016,Elva,Bush,49,Gasdo Point,Hitazuduf,NE,20594,$2123.74,RED,04/12/1974
1017,Linnie,Brown,54,Peese Square,Tapamu,NV,86274,$4992.87,WHITE,04/27/1933
1018,Rosalie,Chambers,58,Vocik Court,Cijidme,NC,23811,$3208.39,BLUE,05/27/1956
1019,Eva,Hubbard,22,Waaw Place,Ojwuzah,PA,21604,$8525.14,WHITE,04/02/2041
1020,Franklin,Owens,46,Gekide Glen,Olcefu,OK,09118,$6372.08,GREEN,11/30/2015
1021,Elva,Underwood,58,Vomce Place,Jagaca,CA,60112,$3857.34,WHITE,10/12/1905
1022,Mathilda,McCormick,48,Lilere Way,Fujeov,SD,87083,$9552.24,YELLOW,10/19/1940
1023,Dean,Floyd,32,Bukid Key,Maronev,MI,74235,$4636.63,RED,11/17/1943
1024,Alan,Williams,24,Icjuj Street,Ferhuckiw,CA,14502,$6193.70,GREEN,11/26/1969
1025,Eugene,Patrick,39,Jefdeb Heights,Agogevfu,AR,62632,$8879.51,RED,08/30/1921
1026,Josephine,Little,34,Vunuz Mill,Jonemuifo,CO,17751,$2663.13,RED,08/22/1916
1027,Isabella,Harrington,20,Imhi Road,Piguffu,NH,20397,$1295.62,YELLOW,04/05/1920
1028,Elsie,Spencer,41,Gajic View,Hiulope,NM,53580,$405.73,GREEN,09/13/1990
1029,Aaron,Mitchell,44,Goho Highway,Tilezage,ID,15675,$8373.09,BLUE,07/22/1999
1030,Willie,Green,49,Zedken Loop,Becati,IA,92046,$9244.83,WHITE,04/22/2037
1031,Isabel,May,48,Osag Lane,Zagfuuz,MA,52126,$7731.77,GREEN,07/04/1993
1032,Lucile,Thompson,62,Huuk Avenue,Feipicu,TN,43772,$6042.35,RED,05/04/2031
1033,Alvin,Marshall,57,Cawso Road,Nikirvab,NH,26619,$6608.32,WHITE,09/17/1935
1034,Glenn,Hale,61,Jolkik Path,Maesaoh,AK,35755,$9360.08,GREEN,02/22/2027
1035,Leo,Bush,58,Gihnuv Pass,Gafgavci,AR,44948,$993.66,WHITE,06/30/1971
1036,Rebecca,Steele,38,Wunfu Manor,Dewsozu,IA,77465,$7963.09,WHITE,04/15/1988
1037,Dominic,Clark,50,Ukaek Center,Lekegfez,DC,74635,$16.70,BLUE,01/09/2047
1038,Samuel,Ferguson,60,Itcic Loop,Lohizi,NJ,05404,$5247.85,GREEN,02/07/1976
1039,Adrian,Baldwin,25,Zuhov Glen,Erciwi,KS,55067,$9933.22,RED,08/22/1939
1040,Lottie,Salazar,38,Ahoaze Extension,Famvatzu,ME,38806,$6531.93,YELLOW,08/31/2064
1041,Florence,Pierce,25,Makew Junction,Suweam,MI,16229,$4730.42,GREEN,08/16/1922
1042,Dean,Sparks,47,Amecen Highway,Neloga,MI,01563,$7697.13,GREEN,10/28/1915
1043,Rosie,Waters,46,Izafu Center,Tuatove,CT,83947,$9738.81,WHITE,04/02/1973
1044,Winnie,Carr,38,Usuz Center,Emejiflom,WI,23384,$7819.59,WHITE,12/09/1900
1045,Adeline,Powell,36,Tuzi Plaza,Pefipefu,TX,83309,$3074.29,GREEN,12/19/2063
1046,Leonard,Hamilton,35,Seed Key,Allasba,GA,29614,$3091.01,GREEN,01/27/2013
1047,Essie,Gross,51,Jajbe Circle,Pobhuabu,SC,19165,$8304.39,RED,01/25/1982
1048,Eula,Reese,45,Tamvos Ridge,Tezeicu,DE,03740,$7749.12,WHITE,08/15/2047
1049,Kathryn,Schneider,28,Poldap Avenue,Zaafajev,MN,05011,$4626.85,WHITE,05/21/2027
1050,Anthony,Hicks,62,Nuzjo Square,Pesunuvef,CA,19775,$1889.73,YELLOW,12/13/1992
1051,Hunter,Tate,18,Jidki Point,Badgovi,OH,35762,$722.01,WHITE,08/26/1959
1052,Ina,Ballard,18,Idpit Pass,Aslovgot,SD,48953,$4690.74,RED,02/13/1919
1053,Nathan,Craig,18,Botdo Lane,Apbejbe,NE,08923,$7782.29,YELLOW,11/25/1924
1054,Jim,Reese,34,Pigfu Path,Majgajre,NY,74761,$1140.03,GREEN,12/24/1946
1055,Bertha,Reed,26,Wuzed Trail,Lobakna,MN,17567,$3333.99,BLUE,10/30/2015
1056,Josephine,Sullivan,44,Zadpim Point,Zivakze,NJ,64142,$286.93,BLUE,09/14/1958
1057,Hulda,Moss,61,Cugu Way,Idotufgu,SC,10729,$1926.55,GREEN,10/10/2040
1058,Edna,Warren,47,Ceca Square,Futohfad,NC,85472,$5009.48,BLUE,03/29/1935
1059,Steve,Gordon,65,Avpi Grove,Sajjofi,RI,88425,$6944.73,RED,01/04/1962
1060,Olive,Little,32,Dapuh Park,Jodpepo,OK,41234,$5678.33,GREEN,01/27/2033
1061,Jon,Hampton,27,Sifeb Road,Heziwu,ND,34072,$7958.10,BLUE,12/01/2002
1062,Arthur,Bowers,50,Woon Highway,Uvopha,KY,49017,$2871.81,BLUE,09/11/1979
1063,Edwin,Graves,41,Nosuco Heights,Hakowjut,AZ,42294,$1776.71,GREEN,06/14/1937
1064,Lloyd,French,53,Essu Boulevard,Kudgekfu,NJ,42244,$7612.99,WHITE,01/18/2028
1065,Delia,Wood,63,Awgu Lane,Delcogi,OK,72846,$7101.88,WHITE,03/30/1953
1066,Keith,Pope,42,Umfi Drive,Sumudle,PA,84831,$8829.67,BLUE,08/18/2056
1067,Raymond,Newton,25,Lelaku Road,Kereza,AZ,18249,$5582.72,BLUE,03/10/2031
1068,Louis,Cox,55,Eride Key,Rinudfep,ME,18894,$5458.57,RED,11/10/2048
1069,Hettie,Daniels,43,Bafo Pass,Fukugjo,MN,81442,$949.06,YELLOW,05/19/2018
1070,Ethan,Parsons,57,Okeek Pass,Isaheso,ID,99004,$6434.73,GREEN,05/23/1967
1071,Mina,Potter,18,Muwzu Boulevard,Okiheiz,NC,87340,$2762.13,GREEN,09/17/2068
1072,Clayton,Reeves,19,Jestub Pike,Umlamu,RI,88407,$9774.79,GREEN,05/11/1982
1073,Marvin,Duncan,23,Gofte Lane,Rigajzi,NE,96143,$2235.79,WHITE,01/19/1963
1074,Trevor,Sims,52,Owuret Drive,Ahfube,FL,27708,$7277.87,WHITE,03/12/1983
1075,Hilda,Patrick,37,Dosez Boulevard,Vuwhedza,WV,55923,$3885.85,BLUE,07/05/2035
1076,Lena,May,43,Cuupa Path,Ezezuto,WV,92135,$4394.35,WHITE,02/27/1978
1077,Tillie,Luna,38,Modow Boulevard,Sikigno,ME,92996,$3269.91,YELLOW,10/18/2059
1078,Adele,Robertson,49,Pavo Court,Nulesve,AZ,34176,$5130.84,WHITE,04/17/1979
1079,Mabelle,Sharp,43,Cifpi Avenue,Sihoav,KS,78595,$3686.54,RED,03/04/1948
1080,Cora,Reeves,55,Jevuj Path,Usugijoro,ND,67592,$2495.48,YELLOW,01/29/1939
1081,Bryan,Reeves,27,Joec Highway,Ovohoje,VT,96037,$6689.84,YELLOW,11/05/1905
1082,Jeffrey,Ortega,57,Vutdi Way,Raibre,WI,10635,$3728.57,RED,09/28/1970
1083,Sylvia,Carson,38,Wankad Grove,Mofbesih,NV,66516,$8234.97,RED,06/13/1995
1084,Martha,Dunn,37,Efga Drive,Faofewa,NE,61734,$3855.16,RED,08/09/1969
1085,Mike,Jenkins,37,Hasu Extension,Afdike,WA,44574,$9371.93,WHITE,07/11/2010
1086,Inez,Adams,31,Facgag Highway,Odvulsu,VT,41840,$9975.79,YELLOW,03/29/1903
1087,Christina,Norris,24,Agji Way,Pijmodiw,IN,22516,$7250.18,YELLOW,05/05/2001
1088,Lydia,Briggs,39,Rusde Terrace,Nefgelaja,NH,06570,$6102.84,WHITE,11/25/1988
1089,Ivan,Shaw,43,Avemu View,Zaevipu,AK,29130,$5392.49,WHITE,10/29/1968
1090,Stella,Kennedy,39,Momi Grove,Mubbefi,CO,53976,$7276.55,WHITE,03/27/2054
1091,Walter,Abbott,59,Kihzi Heights,Boravaw,NC,64259,$7320.54,YELLOW,01/22/2016
1092,Hallie,Allison,49,Rina Key,Tukasi,MI,04445,$5068.78,RED,09/02/2017
1093,Scott,Norton,21,Uvesis Manor,Vufbikzab,MO,91359,$4515.54,WHITE,10/07/2035
1094,Helen,Barnett,41,Huit Drive,Arickap,FL,16318,$8100.15,GREEN,11/04/2036
1095,Josie,Terry,31,Azise Highway,Recuvike,ME,02368,$7437.64,RED,04/05/2005
1096,Mayme,Walker,54,Dejvaj Trail,Hifgopgi,WA,66327,$4801.18,BLUE,03/19/2036
1097,Angel,Hardy,54,Nilpet Loop,Bumasu,VT,32348,$8780.81,RED,05/07/2060
1098,Bill,Munoz,47,Emoid Lane,Lahpacaz,OR,41039,$8071.68,WHITE,06/11/1950
1099,Maurice,Lucas,65,Darer Pass,Mimrarjut,NC,19629,$6610.54,BLUE,06/09/1903
1100,Jeff,Carlson,40,Vuko Park,Etukodgu,AL,88536,$9500.36,BLUE,12/24/1954
1101,Eliza,Boyd,30,Kopaj Place,Dururpig,TN,08218,$2397.77,BLUE,02/10/2068
1102,Laura,Fleming,27,Bakduz Parkway,Hahsajfo,NH,58881,$6527.78,WHITE,05/09/2045
1103,John,Gray,19,Sawveb Drive,Wacbuiso,WV,41625,$8652.51,RED,02/18/1946
1104,Cynthia,Carter,21,Kufiw Highway,Lorbifso,IL,46985,$2691.76,YELLOW,11/09/2066
1105,Lilly,Farmer,30,Likvud Loop,Golijib,MI,09193,$8022.02,YELLOW,08/17/1905
1106,Frances,Ingram,64,Ruce Square,Wacehen,AL,78822,$5072.02,WHITE,11/08/1919
1107,Edwin,Carlson,19,Reve Terrace,Adimokdo,WY,12736,$333.16,YELLOW,11/27/1915
1108,Madge,Hubbard,56,Obcit Square,Izesudcu,NC,23523,$8001.45,YELLOW,12/23/1925
1109,Ollie,McGee,19,Wevij Square,Lazjoupa,CA,85400,$8211.70,RED,12/08/2059
1110,Adeline,Jacobs,27,Pabuc Manor,Juddawet,NC,65205,$2262.83,BLUE,05/10/2059
1111,Hattie,Reed,54,Vewe Square,Rovkojad,CA,89914,$9521.55,GREEN,11/05/2047
1112,Jessie,Scott,37,Hori Square,Mudejid,IA,36104,$9425.86,WHITE,10/20/1941
1113,Don,Simmons,53,Hana Square,Hieraib,MA,30376,$47.21,BLUE,05/05/1931
1114,Vera,Baker,53,Pawri Terrace,Sebtotwe,MS,24939,$2650.28,RED,11/08/2040
1115,Gertrude,Parker,45,Laodi Plaza,Vumipvo,SD,58846,$6227.79,RED,05/14/2025
1116,Eunice,Owen,44,Beleke Boulevard,Vewidugu,TN,40649,$1863.97,BLUE,02/12/1974
1117,Alma,Zimmerman,37,Avulil View,Fuutuvi,OK,79774,$685.14,GREEN,05/18/1928
1118,Lula,Schneider,27,Niveje Pass,Hoizafu,NC,38424,$1498.81,YELLOW,05/10/1956
1119,Leroy,Frank,58,Behko Park,Furebir,VA,77867,$1045.01,GREEN,04/30/1969
1120,Bernice,Perry,19,Hiru Drive,Pulpubwe,NV,81757,$6977.63,YELLOW,10/01/2058
1121,Lela,Lawrence,27,Zotu Extension,Enuimuito,OK,09699,$1758.48,YELLOW,01/16/2000
1122,Helena,Greene,47,Gardic Ridge,Hesede,VT,44934,$8388.31,GREEN,06/22/1926
1123,Nathan,Bryant,37,Ciri Avenue,Punnibe,DC,66284,$5337.08,YELLOW,07/17/1988
1124,Lina,Ellis,62,Zejkiz Street,Huacta,NM,64417,$4246.56,GREEN,10/02/1960
1125,David,Mann,63,Lauze Court,Eppusif,WV,32240,$9692.67,YELLOW,10/10/1946
1126,Jay,Mason,49,Etvi Path,Acahopuh,OR,05733,$6975.28,WHITE,11/29/2030
1127,Nettie,Turner,54,Iwnor Turnpike,Cocortif,RI,96725,$1140.27,BLUE,07/16/2036
1128,Lawrence,Wong,65,Lodga Pike,Omceba,AR,62140,$1600.16,GREEN,08/31/1966
1129,Logan,Knight,22,Wogak Mill,Nafpofil,KY,52729,$2890.10,WHITE,02/06/1934
1130,Derek,Knight,65,Veva Pike,Hitawci,AZ,27766,$604.53,RED,03/12/1994
1131,Derek,Hammond,22,Mozum Circle,Ofiduul,AR,26722,$2272.31,RED,10/29/1909
1132,Tillie,Mack,51,Witvu Parkway,Luhemofa,MD,87499,$7584.38,RED,12/22/2048
1133,Joshua,Boone,32,Fawnu River,Enevohub,MA,19838,$6630.58,BLUE,09/14/1945
1134,Katherine,Obrien,42,Havun Mill,Sodinmod,OR,83751,$2638.17,YELLOW,10/04/2015
1135,Bernard,Tyler,40,Cejok Turnpike,Pukkipi,ID,60615,$1065.41,YELLOW,03/16/2039
1136,Emma,Pena,36,Vice Extension,Nedubma,CA,96259,$4136.16,RED,04/30/2002
1137,Jeffery,Figueroa,61,Vazij Loop,Huvuka,WV,79781,$4282.74,RED,12/14/1927
1138,Mitchell,Padilla,27,Ifaug Manor,Dimezo,DC,31396,$9870.87,WHITE,10/26/1944
1139,Cole,Singleton,36,Agem Manor,Takrahas,KY,00796,$6301.50,GREEN,04/10/2055
1140,Bessie,Poole,26,Amawo Terrace,Bokozob,WY,85352,$139.53,YELLOW,05/30/1961
1141,Evan,Martinez,19,Nihaz Square,Agutinmur,NJ,46439,$6883.87,GREEN,05/31/2014
1142,Isabelle,Jones,62,Nokto Square,Tihbidugi,CA,20894,$6701.73,GREEN,10/07/2011
1143,Dylan,Greene,62,Epamoc River,Jiudihog,UT,36065,$7781.86,WHITE,09/06/2048
1144,Blake,Silva,36,Liuk View,Buwiafi,LA,51777,$6768.70,GREEN,07/18/1958
1145,Julian,Stewart,55,Wogru Key,Fedvapkur,AL,65437,$7501.65,RED,05/19/1927
1146,Abbie,Schultz,43,Vagcod Key,Kingise,MO,66982,$8715.73,RED,07/31/1991
1147,Angel,Cole,62,Baki Key,Obaebju,MN,63998,$7491.23,YELLOW,11/15/1947
1148,Douglas,Graham,36,Kaeg Plaza,Hiwfouhe,SC,27353,$4755.59,WHITE,09/02/1914
1149,Don,Brown,62,Tidmud Trail,Cewawani,MT,09822,$9157.00,YELLOW,05/02/1947
1150,Gavin,Benson,50,Jedo River,Ulohijhaw,SC,92499,$8469.77,WHITE,01/14/1968
1151,Kathryn,Chapman,26,Sufco Turnpike,Hiawto,NV,99458,$2027.11,BLUE,01/27/1918
1152,Martin,Elliott,28,Judfo Loop,Ecazavjor,WV,06200,$8248.43,BLUE,12/13/2032
1153,Stella,Pratt,51,Isopuz Point,Iphaah,OR,74014,$2123.48,YELLOW,08/12/1902
1154,Tom,May,58,Awle Park,Dotocoj,WV,16807,$840.53,GREEN,01/30/2032
1155,Jared,Dean,43,Juene Mill,Upeamde,PA,66904,$4239.79,WHITE,11/21/2056
1156,Timothy,Parker,64,Lifki Parkway,Kufujmuv,NH,49309,$7737.28,WHITE,02/25/1998
1157,Callie,Reese,29,Suwbok Trail,Oswidna,VT,41570,$1735.50,YELLOW,01/15/1973
1158,Lydia,Underwood,47,Pebcu Glen,Jodsinu,KS,65132,$7233.02,YELLOW,07/27/2069
1159,Eddie,Salazar,56,Girhe Street,Katduwib,DE,07971,$8685.35,RED,08/17/2065
1160,Christian,Anderson,62,Meco Mill,Pamnuzi,TN,63256,$2348.50,GREEN,06/09/2042
